id,nombre,plataforma,marca,puntuacion usuarios,numero usuarios,popularidad
16258,Tank Beat,DS,NINTENDO,5.4,8,desconocido
16288,Scourge: Outbreak,Xbox360,MICROSOFT,6.7,54,desconocido
16270,Adventure Time: Explore the Dungeon Because I DON'T KNOW!,WiiU,NINTENDO,5.2,24,desconocido
16263,Space Raiders,GameCube,NINTENDO,7.8,4,desconocido
16285,Tamarin,PlayStation4,SONY,6.5,10,desconocido
16266,DRIV3R,PC,PC,3.3,96,desconocido
16231,"Harry Potter and the Deathly Hallows, Part 1",Wii,NINTENDO,5.0,12,desconocido
16216,Things on Wheels,Xbox360,MICROSOFT,6.0,7,desconocido
16244,Mall Tycoon,PC,PC,4.8,8,desconocido
16239,Brigade E5: New Jagged Union,PC,PC,6.8,38,desconocido
16212,Legacy: Dark Shadows,PC,PC,3.7,6,desconocido
16214,Iron Man 2,Xbox360,MICROSOFT,5.8,55,desconocido
16213,Planet of the Apes,PC,PC,4.6,7,desconocido
16242,American Idol,PlayStation2,SONY,4.8,12,desconocido
16245,Duke Nukem: Manhattan Project,Xbox360,MICROSOFT,7.0,21,desconocido
16250,Star Trek: Shattered Universe,Xbox,MICROSOFT,3.9,11,desconocido
16241,Dragon's Lair,Xbox360,MICROSOFT,6.0,20,desconocido
16240,Street Supremacy,PSP,SONY,6.5,4,desconocido
16225,Alien Blast: The Encounter,PC,PC,3.6,15,desconocido
16227,Rally Challenge 2000,Nintendo64,NINTENDO,6.0,5,desconocido
16223,Wacky Races: Crash & Dash,DS,NINTENDO,6.0,4,desconocido
16229,Timeline,PC,PC,5.8,5,desconocido
16254,WWII Aces,Wii,NINTENDO,5.4,18,desconocido
16238,Lets Fish! Hooked On,PlayStationVita,SONY,6.5,11,desconocido
16234,JASF: Jane's Advanced Strike Fighters,PlayStation3,SONY,4.0,8,desconocido
16249,Dollhouse,PlayStation4,SONY,4.7,14,desconocido
16218,Transformers: Cybertron Adventures,Wii,NINTENDO,6.7,9,desconocido
16252,Way of the Dogg,Xbox360,MICROSOFT,3.3,27,desconocido
16251,Nickelodeon Kart Racers,Switch,NINTENDO,4.9,37,desconocido
16217,Cyberball 2072,Xbox360,MICROSOFT,8.1,9,desconocido
16219,25 to Life,Xbox,MICROSOFT,7.3,15,desconocido
16222,Damnation,PC,PC,4.2,84,desconocido
16210,Iron Man 2,Wii,NINTENDO,4.3,14,desconocido
16243,007 Legends,PlayStation3,SONY,4.2,52,desconocido
16233,Gungrave VR,PlayStation4,SONY,4.2,23,desconocido
16211,Rugby 18,PlayStation4,SONY,4.2,10,desconocido
16247,0 Day Attack on Earth,Xbox360,MICROSOFT,4.5,13,desconocido
16236,DARK,PC,PC,4.2,267,conocido
16248,Iron Man 2,PlayStation3,SONY,5.3,42,desconocido
16246,Clash of the Titans,PlayStation3,SONY,1.7,19,desconocido
16235,Rapala Tournament Fishing!,Wii,NINTENDO,5.3,15,desconocido
16237,Seduce Me,PC,PC,3.4,33,desconocido
16253,4PM,PC,PC,4.2,26,desconocido
16228,GT Pro Series,Wii,NINTENDO,4.2,23,desconocido
16226,Robot Arena,PC,PC,7.3,23,desconocido
16215,Wayward Manor,PC,PC,4.4,16,desconocido
16224,One Way Trip,PlayStation4,SONY,4.3,4,desconocido
16221,Mana Khemia: Student Alliance,PSP,SONY,6.7,36,desconocido
16232,The Golden Compass,Xbox360,MICROSOFT,4.1,14,desconocido
16230,MotionSports Adrenaline,Xbox360,MICROSOFT,6.4,9,desconocido
16220,Arcania: Fall of Setarrif,PC,PC,1.9,74,desconocido
16206,Tennis World Tour,XboxOne,MICROSOFT,1.8,28,desconocido
16208,Spider-Man 2: The Game,PC,PC,3.8,137,poco conocido
16199,MX vs. ATV Supercross Encore,PlayStation4,SONY,4.2,22,desconocido
16168,Stormrise,PC,PC,4.9,25,desconocido
16198,Rock Revolution,PlayStation3,SONY,6.6,12,desconocido
16163,Venetica,Xbox360,MICROSOFT,7.5,21,desconocido
16179,The Elder Scrolls: Blades,Switch,NINTENDO,2.6,58,desconocido
16182,ArchLord,PC,PC,5.7,25,desconocido
16194,KURSK,PC,PC,3.9,36,desconocido
16197,Stranger,PC,PC,4.5,10,desconocido
16172,The Sopranos: Road to Respect,PlayStation2,SONY,4.2,30,desconocido
16169,Star Trek The Video Game,Xbox360,MICROSOFT,2.6,316,popular
16202,Prison Break: The Conspiracy,PlayStation3,SONY,3.7,23,desconocido
16164,One Piece: Romance Dawn,3DS,NINTENDO,6.7,27,desconocido
16191,Turning Point: Fall of Liberty,PlayStation3,SONY,5.5,36,desconocido
16189,Gleamlight,Switch,NINTENDO,2.0,8,desconocido
16178,Time and Eternity,PlayStation3,SONY,5.3,74,desconocido
16180,MC Groovz Dance Craze,GameCube,NINTENDO,6.8,9,desconocido
16196,Steel Horizon,DS,NINTENDO,5.8,5,desconocido
16175,Remothered: Broken Porcelain,PlayStation4,SONY,5.4,22,desconocido
16181,Bloodforge,Xbox360,MICROSOFT,7.3,53,desconocido
16165,Game Tycoon,PC,PC,3.4,17,desconocido
16183,Contra: Rogue Corps,Switch,NINTENDO,4.8,39,desconocido
16203,TMNT,DS,NINTENDO,3.6,12,desconocido
16188,Brave: A Warrior's Tale,Xbox360,MICROSOFT,5.0,4,desconocido
16195,Hello Neighbor,XboxOne,MICROSOFT,4.5,73,desconocido
16171,Dino Island,PC,PC,7.6,22,desconocido
16167,Ghostbusters: Sanctum of Slime,PlayStation3,SONY,3.4,15,desconocido
16190,Zumba Fitness: Join the Party,Xbox360,MICROSOFT,5.5,16,desconocido
16177,Block Factory,3DS,NINTENDO,5.3,4,desconocido
16166,Iron Man,PlayStation3,SONY,6.1,48,desconocido
16173,Final Fight: Streetwise,Xbox,MICROSOFT,5.8,6,desconocido
16207,Hellboy: The Science of Evil,PSP,SONY,7.0,15,desconocido
16192,Family Party: 30 Great Games,Wii,NINTENDO,2.4,11,desconocido
16185,Coraline,Wii,NINTENDO,6.0,9,desconocido
16200,CSI: Crime Scene Investigation: Fatal Conspiracy,Xbox360,MICROSOFT,4.8,4,desconocido
16184,Nickelodeon Kart Racers,PlayStation4,SONY,4.9,28,desconocido
16201,Go! Sports Skydiving,PlayStation3,SONY,4.0,9,desconocido
16204,Arcania: The Complete Tale,PlayStation3,SONY,4.6,22,desconocido
16205,Xiaolin Showdown,PlayStation2,SONY,5.9,7,desconocido
16176,Fear Effect Sedna,PC,PC,5.4,7,desconocido
16186,Beyond the Law: The Third Wave,PC,PC,4.2,14,desconocido
16174,G.I. Joe: The Rise of Cobra,Xbox360,MICROSOFT,4.7,22,desconocido
16209,Star Trek: Shattered Universe,PlayStation2,SONY,8.3,18,desconocido
16187,Clash of the Titans,Xbox360,MICROSOFT,4.0,18,desconocido
16170,Touhou Kobuto V: Burst Battle,PlayStation4,SONY,3.5,14,desconocido
16193,SPRay,Wii,NINTENDO,4.7,7,desconocido
16156,Battle: Los Angeles,PlayStation3,SONY,4.3,8,desconocido
16112,Hatred,PC,PC,4.7,669,popular
16105,Power Rangers Super Megaforce,3DS,NINTENDO,5.0,6,desconocido
16143,Naughty Bear,PlayStation3,SONY,5.7,58,desconocido
16144,Bliss Island,Xbox360,MICROSOFT,7.0,5,desconocido
16146,Funk of Titans,XboxOne,MICROSOFT,4.3,39,desconocido
16123,ECW Anarchy Rulz,PlayStation,SONY,6.4,5,desconocido
16132,Cruis'n  Exotica,Nintendo64,NINTENDO,7.2,10,desconocido
16106,Quantum Theory,PlayStation3,SONY,4.9,27,desconocido
16145,Transformers: Rise of the Dark Spark,PlayStation4,SONY,4.3,100,poco conocido
16162,Jeremy McGrath Supercross 2000,Dreamcast,SEGA,8.0,4,desconocido
16140,Ben 10: Omniverse,WiiU,NINTENDO,6.0,20,desconocido
16118,Pac-Man Party 3D,3DS,NINTENDO,4.9,17,desconocido
16138,Tron,Xbox360,MICROSOFT,7.0,7,desconocido
16131,Surgeon Simulator: Experience Reality,PlayStation4,SONY,4.1,13,desconocido
16134,Will of Steel,PC,PC,6.5,6,desconocido
16098,Devil's Third,WiiU,NINTENDO,6.7,307,popular
16103,Monster Jam,Xbox360,MICROSOFT,6.4,8,desconocido
16094,Terminator Salvation,PlayStation3,SONY,4.1,90,desconocido
16160,Enki,PC,PC,4.5,11,desconocido
16110,Soldner: Secret Wars,PC,PC,4.3,24,desconocido
16151,Dynasty Warriors 6,PlayStation2,SONY,5.8,18,desconocido
16093,Enemy Front,PlayStation3,SONY,5.8,85,desconocido
16095,Turning Point: Fall of Liberty,Xbox360,MICROSOFT,6.7,91,desconocido
16149,Asphalt 3D,3DS,NINTENDO,5.2,33,desconocido
16155,Furu Furu Park,Wii,NINTENDO,4.8,5,desconocido
16099,Everreach: Project Eden,PC,PC,5.4,11,desconocido
16128,The Golden Compass,DS,NINTENDO,5.2,9,desconocido
16154,Deadfall Adventures,Xbox360,MICROSOFT,7.7,110,poco conocido
16157,Rengoku: The Tower of Purgatory,PSP,SONY,5.9,24,desconocido
16113,Flushed Away,PlayStation2,SONY,5.8,4,desconocido
16104,Ghostbusters: Sanctum of Slime,PC,PC,4.7,18,desconocido
16100,Blood Knights,Xbox360,MICROSOFT,4.9,10,desconocido
16125,Yaiba: Ninja Gaiden Z,PlayStation3,SONY,4.4,92,desconocido
16120,Sonic the Hedgehog,PlayStation3,SONY,4.3,274,conocido
16119,G.I. Joe: The Rise of Cobra,PlayStation3,SONY,4.8,16,desconocido
16126,America's Army: True Soldiers,Xbox360,MICROSOFT,6.7,55,desconocido
16092,Bombshell (2016),PC,PC,3.8,97,desconocido
16102,Six Flags Fun Park,Wii,NINTENDO,7.1,7,desconocido
16152,Ice Age: Continental Drift - Arctic Games,Xbox360,MICROSOFT,5.9,7,desconocido
16108,"Harry Potter and the Deathly Hallows, Part 2",PC,PC,4.6,77,desconocido
16115,PlayStation Move Ape Escape,PlayStation3,SONY,4.6,18,desconocido
16127,"Harry Potter and the Deathly Hallows, Part 2",PlayStation3,SONY,5.6,33,desconocido
16116,Final Fight: Streetwise,PlayStation2,SONY,7.4,21,desconocido
16150,NBA Live 14,PlayStation4,SONY,2.6,176,poco conocido
16142,TMNT: Mutant Melee,Xbox,MICROSOFT,6.3,7,desconocido
16133,Dead Alliance,XboxOne,MICROSOFT,3.4,5,desconocido
16096,Star Trek The Video Game,PC,PC,2.3,397,popular
16114,New Gundam Breaker,PlayStation4,SONY,3.1,50,desconocido
16097,Danger Girl,PlayStation,SONY,5.8,9,desconocido
16109,FIFA 20: Legacy Edition,Switch,NINTENDO,0.9,868,popular
16159,Mindjack,Xbox360,MICROSOFT,1.4,119,poco conocido
16148,Air Conflicts: Vietnam,PC,PC,2.9,27,desconocido
16153,Naughty Bear,Xbox360,MICROSOFT,5.6,72,desconocido
16139,Justice League Heroes,DS,NINTENDO,6.3,8,desconocido
16124,Star Wars The Clone Wars: Republic Heroes,Xbox360,MICROSOFT,6.2,23,desconocido
16136,Rise of the Guardians,Xbox360,MICROSOFT,3.7,7,desconocido
16130,Dead or Alive Xtreme 3: Fortune,PlayStation4,SONY,7.5,163,poco conocido
16147,RollerCoaster Tycoon World,PC,PC,2.1,78,desconocido
16135,Aliens: Colonial Marines,PlayStation3,SONY,3.6,325,popular
16129,Myst,DS,NINTENDO,3.0,7,desconocido
16117,Zathura,PlayStation2,SONY,2.0,5,desconocido
16121,Super Dungeon Bros,PlayStation4,SONY,2.0,12,desconocido
16161,The Legend of Alon D'ar,PlayStation2,SONY,6.3,9,desconocido
16101,Digimon World Data Squad,PlayStation2,SONY,7.7,30,desconocido
16141,Hot Wheels: Beat That!,Xbox360,MICROSOFT,5.8,13,desconocido
16122,Omerta: City of Gangsters,Xbox360,MICROSOFT,3.5,25,desconocido
16107,New Rally-X,Xbox360,MICROSOFT,5.3,4,desconocido
16158,WWE 2K20,PlayStation4,SONY,1.5,285,conocido
16111,Spuds Unearthed,PlayStation4,SONY,5.3,4,desconocido
16137,Star Wars The Clone Wars: Republic Heroes,PlayStation3,SONY,5.3,18,desconocido
16041,Discs of Tron,Xbox360,MICROSOFT,6.7,7,desconocido
16085,Calvino Noir,PlayStation4,SONY,7.1,8,desconocido
16038,Bubsy: The Woolies Strike Back,PC,PC,5.4,28,desconocido
16034,State of Emergency 2,PlayStation2,SONY,6.0,19,desconocido
16029,TMNT: Mutant Melee,GameCube,NINTENDO,6.8,9,desconocido
16081,Infinity Runner,XboxOne,MICROSOFT,6.3,4,desconocido
16033,The Mummy Returns,PlayStation2,SONY,7.0,12,desconocido
16074,Black Stone: Magic & Steel,Xbox,MICROSOFT,7.1,7,desconocido
16031,Chronovolt,PlayStationVita,SONY,3.2,32,desconocido
16073,Iron Man,Wii,NINTENDO,6.8,9,desconocido
16075,Ridge Racer,PlayStationVita,SONY,3.9,60,desconocido
16046,Tetris Worlds,PlayStation2,SONY,6.2,12,desconocido
16057,NeverEnd (2006),PC,PC,4.8,6,desconocido
16020,Darkest of Days,Xbox360,MICROSOFT,4.9,79,desconocido
16032,Dead Island: Ryder White,Xbox360,MICROSOFT,6.2,24,desconocido
16088,Pirates vs Ninjas Dodgeball,Xbox360,MICROSOFT,6.6,7,desconocido
16083,Combat: Task Force 121,Xbox,MICROSOFT,7.3,6,desconocido
16025,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PlayStation4,SONY,5.5,178,poco conocido
16051,Husk,PC,PC,4.0,20,desconocido
16077,SunAge,PC,PC,7.5,22,desconocido
16062,Cops 2170: The Power of Law,PC,PC,7.9,19,desconocido
16027,Watchmen: The End Is Nigh Part 2,Xbox360,MICROSOFT,6.4,9,desconocido
16053,Johnny Kung Fu,3DS,NINTENDO,4.9,9,desconocido
16052,Naughty Bear: Panic in Paradise,PlayStation3,SONY,7.5,18,desconocido
16065,Dragonriders: Chronicles of Pern,PC,PC,5.8,4,desconocido
16043,Warriors Orochi 2,Xbox360,MICROSOFT,8.1,15,desconocido
16070,Vaccine,Switch,NINTENDO,4.2,17,desconocido
16045,Transformers: Rise of the Dark Spark,Xbox360,MICROSOFT,5.6,28,desconocido
16055,Godzilla: Unleashed,Wii,NINTENDO,7.3,44,desconocido
16079,Mindjack,PlayStation3,SONY,1.9,54,desconocido
16047,Q*bert: Rebooted,PlayStation4,SONY,4.9,29,desconocido
16056,Beowulf: The Game,PC,PC,5.0,25,desconocido
16091,Jurassic Park III: The DNA Factor,GameBoyAdvance,NINTENDO,5.4,7,desconocido
16039,"Harry Potter and the Deathly Hallows, Part 2",Xbox360,MICROSOFT,4.9,29,desconocido
16036,Golden Axe: Beast Rider,PlayStation3,SONY,5.5,31,desconocido
16026,Superman: The Man of Steel,Xbox,MICROSOFT,5.4,12,desconocido
16082,Tony Hawk Ride,PlayStation3,SONY,2.0,31,desconocido
16049,Pac-Man World 3,DS,NINTENDO,7.8,12,desconocido
16086,Gothic 3: Forsaken Gods,PC,PC,3.2,162,poco conocido
16089,Buffy the Vampire Slayer: Wrath of the Darkhul King,GameBoyAdvance,NINTENDO,8.8,6,desconocido
16023,Zoo Tycoon DS,DS,NINTENDO,6.6,27,desconocido
16069,Hellboy: The Science of Evil,Xbox360,MICROSOFT,5.7,9,desconocido
16068,TotemBall,Xbox360,MICROSOFT,3.0,7,desconocido
16048,Risen 3: Titan Lords,Xbox360,MICROSOFT,4.7,77,desconocido
16058,Jonny Moseley Mad Trix,PlayStation2,SONY,5.7,6,desconocido
16028,Hummer Badlands,Xbox,MICROSOFT,6.0,5,desconocido
16050,Combat of Giants: Dinosaurs 3D,3DS,NINTENDO,5.3,10,desconocido
16072,NPPL Championship Paintball 2009,Xbox360,MICROSOFT,6.6,10,desconocido
16021,The Scourge Project: Episodes 1 and 2,PC,PC,4.4,54,desconocido
16044,Big Beach Sports,Wii,NINTENDO,8.0,42,desconocido
16054,Crash Time: Autobahn Pursuit,Xbox360,MICROSOFT,6.9,9,desconocido
16064,Oddworld: Munch's Oddysee,GameBoyAdvance,NINTENDO,2.9,8,desconocido
16090,Metal Dungeon,Xbox,MICROSOFT,6.0,6,desconocido
16087,MilitAnt,PlayStation4,SONY,5.4,14,desconocido
16080,Waking,PC,PC,2.7,7,desconocido
16037,MotoGP 08,Wii,NINTENDO,5.4,11,desconocido
16030,Last Rebellion,PlayStation3,SONY,4.6,26,desconocido
16063,C.O.R.E.,DS,NINTENDO,6.9,19,desconocido
16042,Big Mutha Truckers 2,PC,PC,2.8,19,desconocido
16076,Battleship,PlayStation3,SONY,2.8,22,desconocido
16078,Submersed,PlayStation4,SONY,4.6,16,desconocido
16035,AeternoBlade II,Switch,NINTENDO,4.6,16,desconocido
16022,Sword of the Stars II: Lords of Winter,PC,PC,4.7,135,poco conocido
16061,Harmonix Music VR,PlayStation4,SONY,6.3,22,desconocido
16059,Street Trace: NYC,Xbox360,MICROSOFT,6.6,5,desconocido
16084,Evolution Skateboarding,PlayStation2,SONY,7.4,8,desconocido
16040,Swashbucklers: Blue vs. Grey,PC,PC,3.8,5,desconocido
16024,Watchmen: The End Is Nigh Part 2,PC,PC,5.4,22,desconocido
16019,Warriors: Legends of Troy,PlayStation3,SONY,7.3,26,desconocido
16066,Iron Man,PSP,SONY,6.4,17,desconocido
16071,Cortex Command,PC,PC,7.2,128,poco conocido
16067,Yu-Gi-Oh! The Falsebound Kingdom,GameCube,NINTENDO,7.4,52,desconocido
16060,Tom Clancy's Ghost Recon Advanced Warfighter,PlayStation2,SONY,4.4,43,desconocido
15966,Iron Man,Xbox360,MICROSOFT,5.8,55,desconocido
15998,Project Root,PlayStation4,SONY,5.6,8,desconocido
15969,Sniper: Ghost Warrior,Xbox360,MICROSOFT,5.8,96,desconocido
15950,Mobile Suit Gundam Seed: Never Ending Tomorrow,PlayStation2,SONY,8.0,12,desconocido
16012,Rodea the Sky Soldier,3DS,NINTENDO,5.7,38,desconocido
16011,Bravo Team,PlayStation4,SONY,4.6,56,desconocido
15977,Soldier of Fortune: Payback,PC,PC,4.8,93,desconocido
16014,Catwoman,Xbox,MICROSOFT,4.6,5,desconocido
15985,Football Mogul 2007,PC,PC,6.0,4,desconocido
15956,Arctic Thunder,PlayStation2,SONY,5.0,15,desconocido
15982,Golden Axe: Beast Rider,Xbox360,MICROSOFT,5.8,33,desconocido
15997,Narcos: Rise of the Cartels,PC,PC,2.7,23,desconocido
15962,Tournament of Legends,Wii,NINTENDO,6.9,11,desconocido
15989,N3II: Ninety-Nine Nights,Xbox360,MICROSOFT,7.0,47,desconocido
16002,Fighting Fantasy: The Warlock of Firetop Mountain,DS,NINTENDO,8.1,32,desconocido
16003,Call of Juarez: The Cartel,PlayStation3,SONY,5.3,81,desconocido
15952,Tank! Tank! Tank!,WiiU,NINTENDO,5.7,58,desconocido
15986,Brothers in Arms: Double Time,Wii,NINTENDO,6.6,17,desconocido
16015,Earthworm Jim 2,GameBoyAdvance,NINTENDO,6.0,8,desconocido
15959,Tennis World Tour,PlayStation4,SONY,3.1,91,desconocido
16009,Hard Truck: Apocalypse,PC,PC,8.5,72,desconocido
15951,Crime Stories: From the Files of Martin Mystere,PC,PC,4.7,7,desconocido
15954,Without Warning,PlayStation2,SONY,5.8,9,desconocido
15953,Impire,PC,PC,5.4,148,poco conocido
15991,007 Legends,Xbox360,MICROSOFT,4.5,77,desconocido
15958,Madagascar 3: The Video Game,Xbox360,MICROSOFT,5.2,10,desconocido
15968,Ugly Americans: Apocalypsegeddon,Xbox360,MICROSOFT,6.4,19,desconocido
15960,Without Warning,Xbox,MICROSOFT,2.0,5,desconocido
16006,Infinity Runner,PlayStation4,SONY,5.5,13,desconocido
15970,Yet Another Zombie Defense HD,XboxOne,MICROSOFT,4.5,6,desconocido
15993,Racquet Sports,PlayStation3,SONY,4.3,8,desconocido
16000,Supercar Street Challenge,PC,PC,4.4,5,desconocido
15976,Bubsy: The Woolies Strike Back,PlayStation4,SONY,5.8,131,poco conocido
16017,Crash: Mind Over Mutant,DS,NINTENDO,5.4,18,desconocido
15964,Top Gear RPM Tuning,Xbox,MICROSOFT,7.5,4,desconocido
16008,Generation Zero,PlayStation4,SONY,5.9,70,desconocido
16013,Smart Bomb,PSP,SONY,6.2,6,desconocido
15971,Deus Ex: The Fall,PC,PC,3.0,176,poco conocido
15965,Mushroom Men: Rise of the Fungi,DS,NINTENDO,6.1,8,desconocido
15949,Saw II: Flesh & Blood,PlayStation3,SONY,6.1,23,desconocido
15972,Ghostbusters: Sanctum of Slime,Xbox360,MICROSOFT,3.4,21,desconocido
15981,The Ant Bully,Wii,NINTENDO,8.0,27,desconocido
15983,D1 Professional Drift Grand Prix Series,PlayStation2,SONY,7.4,5,desconocido
15963,Star Trek The Video Game,PlayStation3,SONY,2.1,123,poco conocido
16004,Dead Horde,PC,PC,4.9,37,desconocido
15974,Interpol: The Trail of Dr. Chaos,Xbox360,MICROSOFT,3.0,4,desconocido
15990,Heaven & Hell (2003),PC,PC,7.0,4,desconocido
15961,Swashbucklers: Blue vs. Grey,PlayStation2,SONY,4.8,6,desconocido
15992,Stop Stress: A Day of Fury,Wii,NINTENDO,3.3,4,desconocido
15995,NPPL Championship Paintball 2009,PlayStation3,SONY,6.7,11,desconocido
16001,Aliens: Colonial Marines,PC,PC,3.5,1211,popular
15979,7 Days to Die,PlayStation4,SONY,5.7,223,conocido
15973,LA Cops,PC,PC,6.1,16,desconocido
15987,Major League Eating: The Game,Wii,NINTENDO,5.0,7,desconocido
16016,Shadow the Hedgehog,PlayStation2,SONY,5.8,200,conocido
15999,Fantastic Four: Rise of the Silver Surfer,Xbox360,MICROSOFT,5.4,16,desconocido
16005,Mr. Driller Online,Xbox360,MICROSOFT,6.3,4,desconocido
15975,CSI: Crime Scene Investigation,Xbox,MICROSOFT,7.3,4,desconocido
15984,Reservoir Dogs: Bloody Days,PC,PC,5.7,19,desconocido
16010,Hyperdimension Neptunia,PlayStation3,SONY,6.6,134,poco conocido
15967,War World,Xbox360,MICROSOFT,7.7,6,desconocido
15980,Stronghold: Crusader Extreme,PC,PC,6.6,58,desconocido
15955,Unlimited Saga,PlayStation2,SONY,3.6,33,desconocido
15948,Dungeon Lords,PC,PC,5.0,47,desconocido
15957,Spartacus Legends,Xbox360,MICROSOFT,5.3,86,desconocido
15996,Splat Renegade Paintball,PC,PC,7.1,13,desconocido
15978,The Cursed Crusade,PlayStation3,SONY,5.0,29,desconocido
16007,Grooverider Slot Car Thunder,Xbox,MICROSOFT,6.8,10,desconocido
16018,Rodea the Sky Soldier,WiiU,NINTENDO,6.4,83,desconocido
15994,Napoleon Dynamite: The Game,DS,NINTENDO,7.3,4,desconocido
15988,WWE 2K20,XboxOne,MICROSOFT,1.1,117,poco conocido
15923,One Piece: Unlimited Cruise SP,3DS,NINTENDO,7.0,17,desconocido
15911,Alien Rage,Xbox360,MICROSOFT,7.6,36,desconocido
15880,Zoids Assault,Xbox360,MICROSOFT,7.6,9,desconocido
15894,Tony Hawk Ride,Xbox360,MICROSOFT,3.0,66,desconocido
15936,Sonic the Hedgehog,Xbox360,MICROSOFT,4.9,708,popular
15909,RayStorm HD,Xbox360,MICROSOFT,7.3,4,desconocido
15946,Verdun,XboxOne,MICROSOFT,5.3,27,desconocido
15906,Bus Simulator 16,PC,PC,5.9,21,desconocido
15941,Attack on Titan: Humanity in Chains,3DS,NINTENDO,4.5,37,desconocido
15938,Surfing H3O,PlayStation2,SONY,3.6,11,desconocido
15905,Tokyo Xtreme Racer DRIFT 2,PlayStation2,SONY,8.7,20,desconocido
15890,Nightcaster II: Equinox,Xbox,MICROSOFT,5.6,5,desconocido
15908,The Mummy,PC,PC,6.0,9,desconocido
15931,Gladiators of Rome,PC,PC,4.9,12,desconocido
15947,Starpoint Gemini,PC,PC,8.2,58,desconocido
15910,Inmates,PC,PC,7.5,27,desconocido
15895,Desert Child,Switch,NINTENDO,6.7,9,desconocido
15917,Disney's PK: Out of the Shadows,GameCube,NINTENDO,7.0,5,desconocido
15922,Le Tour de France,Xbox360,MICROSOFT,8.0,6,desconocido
15879,League of War: VR Arena,PlayStation4,SONY,5.0,5,desconocido
15897,GTI Club Supermini Festa!,Wii,NINTENDO,5.8,5,desconocido
15930,AereA,PlayStation4,SONY,4.4,14,desconocido
15925,Death Crimson OX,Dreamcast,SEGA,5.1,11,desconocido
15892,The History Channel: Great Battles of Rome,PC,PC,3.2,5,desconocido
15891,Sega Classics Collection,PlayStation2,SONY,6.8,11,desconocido
15918,Army Men: Sarge's Heroes 2,Nintendo64,NINTENDO,6.9,16,desconocido
15940,Donkey Kong: Barrel Blast,Wii,NINTENDO,7.0,37,desconocido
15881,The Amazing Spider-Man 2,XboxOne,MICROSOFT,4.8,67,desconocido
15944,Tom Clancy's Ghost Recon,Wii,NINTENDO,6.0,9,desconocido
15907,Kakuto Chojin,Xbox,MICROSOFT,6.6,17,desconocido
15887,Cooking Mama: Cookstar,Switch,NINTENDO,7.0,14,desconocido
15900,Carrier Command: Gaea Mission,Xbox360,MICROSOFT,6.3,13,desconocido
15912,The Incredible Hulk,Wii,NINTENDO,6.0,5,desconocido
15916,Catwoman,PlayStation2,SONY,7.1,14,desconocido
15935,World Series of Poker,PlayStation2,SONY,8.2,21,desconocido
15919,Samurai Shodown Sen,Xbox360,MICROSOFT,5.2,16,desconocido
15885,My Street,PlayStation2,SONY,3.6,14,desconocido
15898,BeachHead 2000,PC,PC,6.6,34,desconocido
15927,Zenith,PlayStation4,SONY,6.6,11,desconocido
15924,Lowrider,PlayStation2,SONY,8.4,11,desconocido
15904,Gravitronix,Wii,NINTENDO,5.0,7,desconocido
15920,Happy Feet,Wii,NINTENDO,6.7,16,desconocido
15878,Pokemon Dash,DS,NINTENDO,5.3,46,desconocido
15875,Star Wars The Clone Wars: Republic Heroes,PC,PC,4.7,56,desconocido
15943,Backyard Wrestling 2: There Goes the Neighborhood,PlayStation2,SONY,4.7,10,desconocido
15884,Harvest Moon 3D: The Lost Valley,3DS,NINTENDO,4.1,54,desconocido
