,nombre,plataforma,fecha lanzamiento,puntuacion,puntuacion usuarios,desarrollador,genero,numero jugadores,numero criticas,numero usuarios
9772,LEGO Rock Band,Xbox360,2009-11-03,71,7.2,TTFusion,"Action,Miscellaneous,Rhythm,Music,Music",No info,50,33
11153,Inside My Radio,PC,2015-05-11,68,7.2,SeavenStudio,"Action,Platformer,2D",No Online Multiplayer,8,6
8500,Aven Colony,PlayStation4,2017-07-25,73,7.2,"SoldOutSoftware,MothershipEntertainment","Strategy,Management,Government",No Online Multiplayer,16,18
12323,Agatha Christie: Evil Under the Sun,PC,2007-10-16,66,7.2,AWEGames,"Adventure,3D,Modern,Third-Person,Modern",No info,18,20
11753,Nights of Azure,PlayStation4,2016-03-29,67,7.2,Gust,"Role-Playing,Action RPG",No Online Multiplayer,40,95
13133,Fantastic 4,PlayStation2,2005-06-27,64,7.2,7Studios,"Action,Beat-'Em-Up",1-2 ,42,23
8235,Vasara Collection,XboxOne,2019-08-14,73,7.2,QUByteInteractive,"Miscellaneous,Compilation",No Online Multiplayer,7,10
8777,Castlevania: Lords of Shadow - Mirror of Fate,3DS,2013-03-05,72,7.2,MercurySteam,"Action Adventure,Fantasy,General,Fantasy",1 Player,68,252
11259,Hexyz Force,PSP,2010-05-24,68,7.2,Sting,"Role-Playing,Console-style RPG,Console-style RPG,Japanese-Style",No info,13,23
9543,Kona,PlayStation4,2017-03-23,71,7.2,Parabole,"Action Adventure,Adventure,General,3D,First-Person",No info,22,41
12615,Harvest Moon DS: Island of Happiness,DS,2008-08-26,65,7.2,TOSE,"Strategy,Breeding/Constructing,Management,Breeding/Constructing,Business / Tycoon",1 Player,15,25
8535,Steel Division 2,PC,2019-06-20,73,7.2,EugenSystems,"Strategy,Real-Time,Tactics",Online Multiplayer,17,46
12326,The Settlers: Rise of an Empire,PC,2007-09-25,66,7.2,BlueByte,"Strategy,General,Management,Government",8  Online,19,50
12035,In Cold Blood,PC,2001-03-25,67,7.2,RevolutionSoftware,"Adventure,General,General",1 Player,13,22
8497,Batman: The Telltale Series - Episode 3: New World Order,PC,2016-10-25,73,7.2,TelltaleGames,"Adventure,Point-and-Click",No info,16,53
10749,Nintendo Labo: Toycon 03 Vehicle Kit,Switch,2018-09-14,69,7.2,Nintendo,"Miscellaneous,Party / Minigame",No Online Multiplayer,10,22
9516,Double Dragon: Neon,PlayStation3,2012-09-11,71,7.2,WayForward,"Action,Beat-'Em-Up,Beat-'Em-Up,2D",No info,20,74
8536,Gunvalkyrie,Xbox,2002-03-18,73,7.2,Smilebit,"Action,Shooter,Third-Person,Sci-Fi",1 Player,28,13
8794,X2: Wolverine's Revenge,GameBoyAdvance,2003-04-15,72,7.2,VicariousVisions,"Action,Platformer,2D",1 Player,8,5
9687,One Piece: Unlimited World Red,PlayStation3,2014-07-08,71,7.2,Ganbarion,"Action,General",No info,28,46
8495,WWE 2K16,PlayStation4,2015-10-27,73,7.2,Yuke's,"Action,Sports,General,Individual,Combat,Wrestling",Up to 6 ,47,262
9498,Megadimension Neptunia VII,PlayStation4,2016-02-02,71,7.2,"IdeaFactory,CompileHeart","Role-Playing,Japanese-Style",No Online Multiplayer,23,146
10544,Ironclad Tactics,PC,2013-09-18,69,7.2,ZachtronicsIndustries,"Strategy,General,General",No info,12,40
11138,Starblood Arena,PlayStation4,2017-04-11,68,7.2,WhiteMoonDreams,"Action,General",Up to 8 ,23,45
10847,Tumble VR,PlayStation4,2016-10-10,69,7.2,SupermassiveGames,"Puzzle,Stacking",No info,26,39
10541,F1 2009,Wii,2009-11-16,69,7.2,SumoDigital,"Driving,Racing,Simulation,Formula One,Formula One,Automobile",No info,29,30
10753,Magicka: Wizard Wars,PC,2014-05-27,69,7.2,ParadoxNorth,"Action Adventure,Fantasy,General",No info,10,45
12493,Oceanhorn: Monster of Uncharted Seas,PlayStation4,2016-09-07,66,7.2,Cornfox&Bros.,"Action Adventure,Open-World",No Online Multiplayer,11,55
10075,EarthNight,Switch,2019-12-03,70,7.2,cleaversoft,"Action,Platformer,2D",No Online Multiplayer,15,19
12260,Defender,GameCube,2002-11-03,66,7.2,InevitableEntertainment,"Action,Shooter,Third-Person,Sci-Fi",1-2 ,14,5
8739,Crimson Alliance,Xbox360,2011-09-07,72,7.2,CertainAffinity,"Action Adventure,Fantasy,General,Fantasy",No info,51,39
8521,Layton's Mystery Journey: Katrielle and The Millionaires' Conspiracy - Deluxe Edition,Switch,2019-11-08,73,7.2,Level5,"Puzzle,General",No Online Multiplayer,38,37
9637,Thea: The Awakening,Switch,2019-02-01,71,7.2,MuHaGames,"Strategy,Turn-Based,4X",No Online Multiplayer,11,13
9638,Happy Birthdays,Switch,2018-06-05,71,7.2,ArcSystemWorks,"Action Adventure,Sandbox",No Online Multiplayer,12,6
9654,Ikachan,3DS,2013-01-31,71,7.2,Nicalis,"Action,Role-Playing,General,Action RPG",No info,7,9
12490,Strike Suit Zero,PC,2013-01-23,66,7.2,BornReadyGames,"Action,Simulation,Flight,Flight,Combat",No Online Multiplayer,40,160
8141,Army of Two: The 40th Day,Xbox360,2010-01-12,73,7.2,EAMontreal,"Action,Shooter,Shooter,Third-Person,Modern,Modern,Arcade",Up to 10 ,79,139
8747,Styx: Shards of Darkness,PlayStation4,2017-03-14,72,7.2,Cyanide,"Action Adventure,General",2 ,31,60
11171,F1 2009,PSP,2009-11-16,68,7.2,SumoDigital,"Driving,Racing,Simulation,Formula One,Formula One,Automobile",Up to 4 ,23,15
12621,Brawlout,XboxOne,2018-08-21,65,7.2,AngryMobGames,"Beat-'Em-Up,Action,Fighting,2D",Online Multiplayer,8,5
12148,The Lord of the Rings: War in the North,PC,2011-11-01,66,7.2,SnowblindStudios,"Role-Playing,Action RPG,Action RPG",3  Online,21,341
12928,Gekido: Kintaro's Revenge,Switch,2018-03-22,65,7.2,NapsTeam,"Action,Beat-'Em-Up,2D",No Online Multiplayer,7,11
8143,Life Goes On,PC,2014-04-17,73,7.2,InfiniteMonkeys,"Platformer,2D,Action,Platformer,2D",No Online Multiplayer,17,29
8506,Always Sometimes Monsters,PC,2014-05-21,73,7.2,VagabondDog,"General,Adventure,General",No Online Multiplayer,26,81
11529,Daymare: 1998,XboxOne,2020-04-28,68,7.2,InvaderStudios,"Action Adventure,Survival",No Online Multiplayer,8,34
11185,Heroki,Switch,2018-07-20,68,7.2,Picomy,"Action,General",No Online Multiplayer,9,20
11530,Seeking Dawn,PC,2018-07-12,68,7.2,"MultiverseGames,Multiverse","Action Adventure,General",Online Multiplayer,8,6
8756,"Wallace & Gromit's Grand Adventures, Episode 4: The Bogey Man",PC,2009-07-30,72,7.2,TelltaleGames,"Miscellaneous,Adventure,General,Compilation",No info,17,10
944,The Witness,PlayStation4,2016-01-26,87,7.2,"Thekla,Inc","Miscellaneous,General,General,Puzzle,Puzzle,Adventure,3D,First-Person",No info,82,671
10072,Thunder Force V,PlayStation,1998-08-31,70,7.2,TechnoSoft,"Action,General",1 Player,9,10
9589,Mickey's Speedway USA,Nintendo64,2000-11-13,71,7.2,RareLtd.,"Driving,Racing,Kart",No info,14,20
10766,Magna Carta 2,Xbox360,2009-10-13,69,7.2,"Banpresto,SoftMax","Role-Playing,Console-style RPG,Console-style RPG,Japanese-Style",No info,49,63
10572,Pure Farming 2018,PC,2018-03-13,69,7.2,IceFlames,"Simulation,Virtual,Career",No Online Multiplayer,12,15
9670,James Bond 007: Agent Under Fire,Xbox,2002-03-26,71,7.2,ElectronicArts,"Action,Shooter,First-Person,Modern",1-4 ,16,17
11156,UEFA EURO 2008,PSP,2008-05-19,68,7.2,EACanada,"Sports,Traditional,Team,Soccer,Sim,Sim",2 ,7,5
10826,Tom Clancy's The Division - Underground,XboxOne,2016-06-28,69,7.2,MassiveEntertainment,"Action,Shooter,Third-Person,Tactical,Arcade",No info,9,19
12663,Sunset Overdrive and the Mystery of the Mooil Rig!,XboxOne,2014-12-23,65,7.2,InsomniacGames,"Action,General,Shooter,Third-Person,Arcade",No info,9,33
9473,Assassin's Creed Rogue Remastered,XboxOne,2018-03-20,71,7.2,Ubisoft,"Action Adventure,Open-World",No Online Multiplayer,17,40
12337,Song of the Deep,XboxOne,2016-07-12,66,7.2,InsomniacGames,"Action Adventure,General",No info,12,26
12697,Supreme Ruler 2020,PC,2008-07-01,65,7.2,BattleGoatStudios,"Strategy,Turn-Based,Wargame,Turn-Based,General",16  Online,17,39
12226,Operation Abyss: New Tokyo Legacy,PlayStationVita,2015-06-09,66,7.2,ExperienceInc.,"Role-Playing,First-Person,Roguelike,Western-Style",No Online Multiplayer,25,24
11442,The Blind Prophet,PC,2020-02-05,68,7.2,ARSGOETIA,"Adventure,General",No Online Multiplayer,10,10
13100,The House of the Dead III,PlayStation3,2012-02-14,64,7.2,WowEntertainment,"Action,Shooter,Shooter,Rail,Light Gun",1-2 ,7,14
12951,Spyro: A Hero's Tail,Xbox,2004-11-03,64,7.2,EurocomEntertainmentSoftware,"Action,Platformer,3D",1 Player,17,15
9378,The Walking Dead: Season Two Episode 4 - Amid the Ruins,Xbox360,2014-07-23,71,7.2,TelltaleGames,"General,Action,Adventure,General,Point-and-Click",No info,10,40
9754,The Kings' Crusade,PC,2010-10-08,71,7.2,NeocoreGames,"Strategy,Real-Time,Historic,General",2  Online,12,21
13097,Fur Fighters: Viggo's Revenge,PlayStation2,2001-06-03,64,7.2,BizarreCreations,"Action,Shooter,Third-Person,Fantasy",1-4 ,15,36
10491,The King of Fighters Collection: The Orochi Saga,Wii,2008-12-02,70,7.2,SNKPlaymore,"Action,Miscellaneous,Fighting,Compilation,2D",No info,15,5
11443,The Long Journey Home,PC,2017-05-30,68,7.2,DaedalicStudioWest,"Action Adventure,General",No Online Multiplayer,25,30
11608,Crash Tag Team Racing,PSP,2005-11-10,68,7.2,RadicalEntertainment,"Driving,Racing,Car Combat,Arcade,Car Combat,Automobile",24  Online,9,47
8164,Jetpac Refuelled,Xbox360,2006-10-24,73,7.2,RareLtd.,"Action,Shooter,Platformer,Shooter,Scrolling,2D,Scrolling",2  Online,17,12
9352,X2: The Threat,PC,2003-12-03,72,7.2,Egosoft,"Simulation,Sci-Fi,Space,Small Spaceship,Small Spaceship,Combat",No Online Multiplayer,27,45
11867,Blazing Angels: Squadrons of WWII,PlayStation3,2006-12-12,67,7.2,Ubisoft,"Simulation,Flight,WWII,WWII,Combat",Up to 16 ,26,12
8887,The Wardrobe,PC,2017-02-15,72,7.2,C.I.N.I.C.Games,"Adventure,Point-and-Click",No Online Multiplayer,8,11
838,Unity of Command II,PC,2019-11-12,88,7.2,2x2Games,"Strategy,Turn-Based,4X",No Online Multiplayer,10,28
907,Need for Speed: Hot Pursuit,Xbox360,2010-11-16,88,7.2,CriterionGames,"Driving,Racing,Arcade,Arcade,Automobile",Up to 8 ,73,233
12212,Wheelman,PlayStation3,2009-03-24,66,7.2,Tigon,"Driving,Racing,Mission-based,Arcade,Mission-based,Automobile",No Online Multiplayer,37,77
8680,Wizard of Legend,PlayStation4,2018-05-15,73,7.2,Contingent99,"Role-Playing,Action RPG",2 ,8,19
12453,Sonic Unleashed,Wii,2008-11-18,66,7.2,SonicTeam,"Action,Platformer,Platformer,3D,2D,3D",No Online Multiplayer,30,206
10585,Styx: Master of Shadows,XboxOne,2014-10-08,69,7.2,Cyanide,"Action Adventure,Sci-Fi,General",No info,8,36
10194,Tom Clancy's HAWX,PC,2009-03-17,70,7.2,UbisoftRomania,"Action,Simulation,Flight,Flight,Combat",No info,23,134
8448,Summon Night: Twin Age,DS,2008-06-03,73,7.2,Flight-Plan,"Role-Playing,Action RPG,Action RPG",1 Player,21,11
11374,Justice League Heroes,Xbox,2006-10-17,68,7.2,SnowblindStudios,"Role-Playing,Action RPG",1-2 ,30,5
10715,SimCity Creator,DS,2008-09-22,69,7.2,ElectronicArts,"Strategy,Breeding/Constructing,General,Management,Breeding/Constructing,Government",1 Player,16,9
11584,Jurassic World Evolution,PlayStation4,2018-06-12,68,7.2,FrontierDevelopments,"Strategy,Management,Business / Tycoon",No Online Multiplayer,21,91
12350,Battlezone,PlayStation4,2016-10-13,66,7.2,Rebellion,"Action,Simulation,Arcade,Vehicle,Combat",Up to 4 ,40,51
9725,Call of Duty: Modern Warfare 2 Campaign Remastered,PlayStation4,2020-03-31,71,7.2,InfinityWard,"Action,Shooter,First-Person,Arcade",No Online Multiplayer,39,199
11984,Lupin the 3rd: Treasure of the Sorcerer King,PlayStation2,2004-02-11,67,7.2,Banpresto,"Action,General",1 Player,16,5
10867,Order of War,PC,2009-09-22,69,7.2,Wargaming.net,"Strategy,Real-Time,Historic,General,Historic,Tactics",Up to 4 ,39,74
10105,Mario & Sonic at the Olympic Games,DS,2008-01-22,70,7.2,"Sega,Nintendo,SegaSportsR&D","Sports,Olympic Sports,Olympic Sports,Individual,Athletics",No Online Multiplayer,33,45
10528,That's You!,PlayStation4,2017-07-04,70,7.2,WishStudios,"Miscellaneous,Party / Minigame",Up to 6 ,27,42
11980,Redeemer: Enhanced Edition,PlayStation4,2019-07-19,67,7.2,Sobaka,"Action Adventure,Linear",No Online Multiplayer,9,20
8821,Blocks That Matter,PC,2011-08-19,72,7.2,SwingSwingSubmarine,"Action,General,General,Platformer,2D",No info,8,59
10106,Tomb Raider: Underworld,Wii,2008-11-18,70,7.2,"CrystalDynamics,BuzzMonkeySoftware","Action Adventure,Modern,General,Modern",1 Player,12,20
10597,Kingdom Come: Deliverance,PlayStation4,2018-02-13,69,7.2,WarhorseStudios,"Historic,Role-Playing,Action Adventure,General,Action RPG",No Online Multiplayer,30,749
10021,I Am Setsuna,PC,2016-07-19,70,7.2,TokyoRPGFactory,"Role-Playing,Japanese-Style",No Online Multiplayer,16,62
10015,Company of Heroes: Tales of Valor,PC,2009-04-07,70,7.2,Relic,"Strategy,Real-Time,Military,General,Military",No info,42,216
11277,Rag Doll Kung Fu: Fists of Plastic,PlayStation3,2009-04-09,68,7.2,TarsierStudios,"Action,Miscellaneous,Fighting,Fighting,Party / Minigame,2D,2D",4  Online,36,38
13127,Whispering Willows,PC,2014-07-09,64,7.2,NightLightInteractive,"Miscellaneous,Adventure,General,Puzzle",No Online Multiplayer,10,44
9447,Team Sonic Racing,Switch,2019-05-21,71,7.2,SumoDigital,"Racing,Arcade,Automobile",Up to 12 ,18,129
8898,Cinders,Switch,2019-02-14,72,7.2,CrunchingKoalas,"Adventure,Visual Novel",No Online Multiplayer,9,5
9443,Styx: Master of Shadows,PC,2014-10-07,71,7.2,Cyanide,"Action Adventure,Sci-Fi,General",No Online Multiplayer,31,314
8486,Resident Evil: Revelations 2 - Episode 1: Penal Colony,XboxOne,2015-02-25,73,7.2,Capcom,"Action Adventure,Survival",No info,16,116
8159,Cloudpunk,PC,2020-04-23,73,7.2,IONLANDS,"Simulation,Vehicle,Civilian",No Online Multiplayer,38,42
9440,NES Remix,WiiU,2013-12-18,71,7.2,indieszero,"Miscellaneous,General",No info,34,139
12891,Syphon Filter: The Omega Strain,PlayStation2,2004-05-04,65,7.2,SonyBend,"Action,Shooter,Third-Person,Tactical,Modern",1-4 ,47,34
10144,Hyperdimension Neptunia Re;Birth3: V Generation,PlayStationVita,2015-06-30,70,7.2,"CompileHeart,Felistella","Role-Playing,Japanese-Style",No Online Multiplayer,14,53
9428,Saints Row IV: Re-Elected,Switch,2020-03-27,71,7.2,VolitionInc.,"Action Adventure,Open-World",2 ,39,23
12138,Black Rock Shooter: The Game,PSP,2013-04-23,66,7.2,"ImageEpoch,Imageepoch","Action,General,General",1 Player,19,42
9424,DarkStar One,PC,2006-08-14,71,7.2,"AscaronEntertainmentGmbH,AscaronEntertainment","Simulation,Sci-Fi,Space,Small Spaceship,Small Spaceship,Combat",No Online Multiplayer,33,59
10156,Tom Clancy's Rainbow Six: Lockdown,PlayStation2,2005-09-06,70,7.2,"RedStormEntertainment,UbisoftMontreal","Action,Shooter,First-Person,Tactical,Modern",16  Online,15,10
12889,Help Wanted: 50 Wacky Jobs,Wii,2009-05-12,65,7.2,HudsonSoft,"Simulation,General,General",1-2 ,12,6
9418,ASTRONEER,PC,2019-02-06,71,7.2,SystemEraSoftworks,"Action Adventure,Sandbox",Online Multiplayer,17,136
12068,NBA Playgrounds,PC,2017-05-09,67,7.2,SaberInteractive,"Sports,Team,Basketball,Arcade",Online Multiplayer,7,26
8092,Stories: The Path of Destinies,PC,2016-04-12,74,7.2,SpearheadGames,"Role-Playing,Action RPG",No Online Multiplayer,8,71
10133,Photo Dojo,DS,2010-05-10,70,7.2,Nintendo,"Action,Beat-'Em-Up,Beat-'Em-Up,2D",1-2 ,7,9
13838,Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings,Switch,2018-03-27,62,7.2,KoeiTecmoGames,"Role-Playing,Japanese-Style",No Online Multiplayer,11,26
14991,The Legend of Spyro: Dawn of the Dragon,PlayStation3,2008-10-21,59,7.2,EtrangesLibellules,"Action,Platformer,Platformer,3D,3D",1-2 ,22,67
2927,eFootball PES 2020,XboxOne,2019-09-10,82,7.2,Konami,"Sports,Team,Soccer,Sim",Up to 22 ,9,118
2038,Polybius,PlayStation4,2017-05-09,84,7.2,Llamasoft,"Action,Shooter,Rail",No Online Multiplayer,13,53
4039,Tiger Woods PGA Tour 12: The Masters,PlayStation3,2011-03-29,80,7.2,ElectronicArts,"Sports,Traditional,Individual,Golf,Sim,Sim",Up to 4 ,41,19
5827,Battlefield 2: Modern Combat,Xbox360,2006-04-11,77,7.2,DigitalIllusions,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern",Up to 24 ,54,82
2016,F1 2011,Xbox360,2011-09-20,84,7.2,Codemasters,"Driving,Racing,Simulation,Formula One,Formula One,Automobile",No info,61,58
2970,Monday Night Combat,PC,2011-01-24,82,7.2,UberEntertainment,"Action,Shooter,Shooter,Third-Person,Modern,Modern,Arcade",1 Player,10,66
16704,Tom Clancy's Splinter Cell: Chaos Theory,DS,2005-06-28,50,7.2,Gameloft,"Action Adventure,Modern,General,Modern",No Online Multiplayer,22,27
2008,Frozen Synapse Prime,PlayStationVita,2014-09-23,84,7.2,DoubleEleven,"General,Strategy,Turn-Based,Sci-Fi,Modern,Tactics",No info,16,36
5838,Duke Nukem 3D: 20th Anniversary World Tour,PlayStation4,2016-10-11,77,7.2,GearboxSoftware,"Action,Shooter,First-Person,Arcade",Up to 8 ,15,36
5840,King's Quest Chapter 1: A Knight to Remember,PlayStation4,2015-07-28,77,7.2,TheOddGentlemen,"Adventure,General",No info,22,81
16710,Legendary,PlayStation3,2008-11-04,50,7.2,SparkUnlimited,"Action,Shooter,Shooter,First-Person,Fantasy,Fantasy,Arcade",1 Player,31,36
15942,Way of the Samurai 3,Xbox360,2009-10-20,55,7.2,Acquire,"Action Adventure,Historic,Historic,Open-World",No Online Multiplayer,22,18
13409,Namco Museum: Virtual Arcade,Xbox360,2008-11-04,63,7.2,NamcoBandaiGames,"Miscellaneous,Compilation,Compilation",Up to 4 ,16,5
1994,Kingdom: Two Crowns,Switch,2018-12-11,84,7.2,"RawFury,Noio","Action,General",Online Multiplayer,10,26
3004,DiRT Rally 2.0,XboxOne,2019-02-26,82,7.2,Codemasters,"Racing,Simulation,Automobile",Up to 8 ,21,46
1986,Unity of Command,PC,2011-11-15,84,7.2,2x2Games,"Strategy,Turn-Based,Historic,General",No info,7,62
14852,Green Lantern: Rise of the Manhunters,Xbox360,2011-06-07,59,7.2,DoubleHelixGames,"Action Adventure,Sci-Fi,Sci-Fi,General",No Online Multiplayer,17,26
4019,Super Street Fighter IV: Arcade Edition,PlayStation3,2011-06-07,80,7.2,Capcom,"Action,Fighting,Fighting,3D,2D,2D,3D",Up to 8 ,24,60
609,Slay the Spire,PC,2019-01-23,89,7.2,MegaCritGames,"Strategy,Turn-Based,Card Battle",No Online Multiplayer,23,426
4003,Buzz! Quiz TV,PlayStation3,2008-09-23,80,7.2,RelentlessSoftware,"Miscellaneous,Trivia / Game Show,Trivia / Game Show",Up to 4 ,48,31
201,Rock Band 2,Wii,2008-12-18,92,7.2,HarmonixMusicSystems,"Action,Miscellaneous,Rhythm,Music,Music",4  Online,10,50
16682,Syberia,PlayStation3,2014-12-02,50,7.2,AnumanInteractive,"Adventure,3D,Third-Person,Fantasy",No info,7,21
15929,The Simpsons: Road Rage,GameBoyAdvance,2003-06-30,55,7.2,Altron,"Driving,Car Combat",1-2 ,14,11
7365,Final Fantasy Fables: Chocobo Tales,DS,2007-04-03,75,7.2,h.a.n.d.Inc.,"Role-Playing,Action Adventure,Adventure,Console-style RPG,General,Console-style RPG,Japanese-Style",4  Online,42,32
2914,Huntdown,PlayStation4,2020-05-12,82,7.2,"CoffeeStainStudios,EasyTriggerGames","Action,General",2 ,16,50
616,MVP Baseball 2004,GameCube,2004-03-09,89,7.2,EASports,"Sports,Traditional,Baseball,Sim",1-2 ,25,13
5347,Mortal Kombat: Shaolin Monks,Xbox,2005-09-16,78,7.2,MidwayStudios-LosAngeles,"Action,Beat-'Em-Up",1-2 ,37,26
16036,Astro Boy,PlayStation2,2004-08-18,54,7.2,SonicTeam,"Action,General",1 Player,29,14
6720,Victor Vran: Overkill Edition,PlayStation4,2017-05-30,76,7.2,HaemimontGames,"Role-Playing,Action RPG",Up to 4 ,15,22
14423,Turok: Evolution,PlayStation2,2002-08-31,61,7.2,Acclaim,"Action,Shooter,First-Person,Sci-Fi",1-2 ,20,32
2107,Puyo Pop,GameBoyAdvance,2002-02-11,84,7.2,SonicTeam,"Miscellaneous,Puzzle,Matching",No info,14,6
615,Out of the Park Baseball 15,PC,2014-04-21,89,7.2,No info,"Sports,Traditional,Team,Baseball,Sim",No info,8,57
6714,Heart&Slash,PlayStation4,2016-06-28,76,7.2,AHEARTFULOFGAMES,"Action,General",No info,7,15
13447,SSX 3,GameBoyAdvance,2003-11-11,63,7.2,VisualImpact,"Sports,Alternative,Snowboarding",1-2 ,14,5
2080,Dark Void Zero,DS,2010-01-18,84,7.2,OtherOceanInteractive,"Action,Platformer,Platformer,2D,2D",1 Player,14,10
6705,Klaus,PlayStation4,2016-01-19,76,7.2,LaCosaEntertainment,"Action,Platformer,2D",No info,28,33
13445,The Con,PSP,2005-10-18,63,7.2,"SCEA,ThinkandFeel","Action,Fighting,Fighting,3D,3D",2 ,37,17
4555,LEGO Batman 2: DC Super Heroes,Xbox360,2012-06-19,79,7.2,TTGames,"Action Adventure,Modern,General,Modern",No Online Multiplayer,59,130
4563,Else Heart.Break(),PC,2015-09-24,79,7.2,ErikSvedang,"Role-Playing,General",No Online Multiplayer,10,16
16024,Watchmen: The End Is Nigh,PlayStation3,2009-03-04,54,7.2,DeadlineGames,"Action,Beat-'Em-Up,Beat-'Em-Up,2D",No info,30,13
14878,Obscure: The Aftermath,PC,2008-03-25,59,7.2,Hydravision,"Action Adventure,Horror,Horror,Survival",No Online Multiplayer,10,31
5816,Ancestors Legacy,PC,2018-05-22,77,7.2,DestructiveCreations,"Strategy,Real-Time,General,Command",Up to 6 ,22,106
5818,The Bigs,PlayStation3,2007-06-25,77,7.2,BlueCastleGames,"Sports,Traditional,Team,Baseball,Arcade,Arcade",1-4 ,19,12
219,Madden NFL 2003,Xbox,2002-08-12,92,7.2,EATiburon,"Sports,Traditional,Football,Sim",1-4 ,16,18
16674,Ford Racing 3,PlayStation2,2005-03-22,50,7.2,RazorworksStudios,"Driving,Racing,GT / Street",1-2 ,7,15
7362,Kerbal Space Program,XboxOne,2016-07-15,75,7.2,"FlyingTigerEntertainmentInc.,Squad","Simulation,Space,Combat",No info,13,17
4586,Pirates Outlaws,PC,2020-04-13,79,7.2,FabledGame,"Strategy,Turn-Based,Card Battle",,9,5
5850,Quantum Break,XboxOne,2016-04-05,77,7.2,RemedyEntertainment,"General,Action,General",No Online Multiplayer,106,2044
15254,Gore: Ultimate Soldier,PC,2002-06-05,58,7.2,4DRulers,"Action,Shooter,Shooter,First-Person,Sci-Fi,Arcade",1-16 ,22,6
15919,Judge Dredd: Dredd VS Death,PC,2005-03-03,55,7.2,Rebellion,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",1-16 ,12,46
